vente_id,date,prix,rue,arrondissement,surface,pieces,longitude,latitude,prix_m2
2024-1220405,2024-07-16,690000.0,RUE POLIVEAU,5,72.0,3,2.35877,48.83981,9583.33
2024-1220418,2024-07-16,909091.0,RUE DE VERNEUIL,7,70.0,3,2.33087,48.85721,12987.01
2024-1220419,2024-07-16,3221154.0,RUE MONSIEUR,7,209.0,6,2.31678,48.85009,15412.22
2024-1220479,2024-07-16,110000.0,AV KLEBER,16,25.0,1,2.29138,48.86807,4400.0
2024-1220499,2024-07-16,420000.0,AV RAPP,7,31.0,2,2.30016,48.85924,13548.39
2024-1220525,2024-07-16,138000.0,RUE DE WATTIGNIES,12,17.0,1,2.39411,48.83616,8117.65
2024-1220538,2024-07-16,310000.0,RUE DE LA CROIX NIVERT,15,40.0,2,2.29796,48.84578,7750.0
2024-1220546,2024-07-16,194300.0,RUE DE LA VOUTE,12,27.0,1,2.40794,48.84572,7196.3
2024-1220611,2024-07-16,1630000.0,AV DE MALAKOFF,16,152.0,6,2.28418,48.87538,10723.68
2024-1220701,2024-07-16,345000.0,RUE MONGE,5,34.0,2,2.3513,48.84018,10147.06
2024-1220704,2024-07-16,490000.0,RUE DE POISSY,5,42.0,2,2.35214,48.84804,11666.67
2024-1220731,2024-07-16,395000.0,RUE DE LA ROSIERE,15,44.0,3,2.28951,48.84478,8977.27
2024-1220745,2024-07-16,466000.0,RUE DE LA GLACIERE,13,53.0,3,2.34463,48.83564,8792.45
2024-1220766,2024-07-16,400000.0,RUE DE CHARENTON,12,53.0,3,2.38852,48.83922,7547.17
2024-1220777,2024-07-16,1156320.0,RUE DE VAUGIRARD,6,43.0,2,2.32278,48.84552,26891.16
2024-1220834,2024-07-16,1093000.0,RUE VAVIN,6,76.0,4,2.33124,48.84412,14381.58
2024-1220871,2024-07-16,1310000.0,AV DE SEGUR,7,105.0,4,2.30893,48.84982,12476.19
2024-1220877,2024-07-16,343000.0,RUE OBERKAMPF,11,32.0,1,2.38257,48.86649,10718.75
2024-1220957,2024-07-16,250000.0,RUE DE VAUGIRARD,15,23.0,2,2.3115,48.84234,10869.57
2024-1221043,2024-07-16,320000.0,AV JEAN MOULIN,14,32.0,1,2.32602,48.82711,10000.0
2024-1221111,2024-07-16,155000.0,AV DES GOBELINS,13,13.0,1,2.35382,48.8348,11923.08
2024-1221147,2024-07-16,235000.0,RUE DES ENTREPRENEURS,15,18.0,2,2.29142,48.84392,13055.56
2024-1221166,2024-07-16,358000.0,AV FELIX FAURE,15,53.0,2,2.28105,48.83911,6754.72
2024-1221178,2024-07-16,730000.0,RUE DE VAUGIRARD,15,75.0,2,2.31803,48.84404,9733.33
2024-1221202,2024-07-16,1589457.0,PAS DU MOULINET,13,151.0,4,2.35438,48.82633,10526.21
2024-1221204,2024-07-16,240000.0,RUE DE LA CROIX FAUBIN,11,39.0,2,2.3853,48.85848,6153.85
2024-1221217,2024-07-16,265000.0,RUE ROSENWALD,15,29.0,2,2.3055,48.83292,9137.93
2024-1221242,2024-07-16,770000.0,AV FELIX FAURE,15,80.0,3,2.28666,48.84032,9625.0
2024-1221243,2024-07-16,271226.0,RUE DURANTON,15,34.0,1,2.28744,48.83919,7977.24
2024-1221246,2024-07-16,121000.0,RUE DES TROIS BORNES,11,11.0,1,2.37429,48.86734,11000.0
2024-1221292,2024-07-16,165000.0,RUE DE LA SABLIERE,14,22.0,1,2.32272,48.83216,7500.0
2024-1221305,2024-07-16,241000.0,RUE SAINTE LUCIE,15,22.0,2,2.28569,48.84428,10954.55
2024-1221329,2024-07-16,442000.0,RUE DE L ABBE GROULT,15,63.0,3,2.2953,48.84068,7015.87
2024-1221355,2024-07-16,435000.0,RUE DESNOUETTES,15,58.0,3,2.28541,48.83572,7500.0
2024-1221363,2024-07-16,136276.0,RUE DUNOIS,13,16.0,1,2.36946,48.83027,8517.25
2024-1221402,2024-07-16,570000.0,RUE CLER,7,37.0,1,2.30604,48.85788,15405.41
2024-1221413,2024-07-16,351928.22,RUE DU THEATRE,15,48.0,1,2.2965,48.84545,7331.84
2024-1221424,2024-07-16,55000.0,CITE DUPONT,11,18.0,1,2.38108,48.86312,3055.56
2024-1221428,2024-07-16,95024.0,RUE VARET,15,12.0,1,2.28119,48.84056,7918.67
2024-1221436,2024-07-16,304762.0,RUE DE CIVRY,16,78.0,3,2.25795,48.84287,3907.21
2024-1221502,2024-07-16,762200.0,RUE EMERIAU,15,88.0,4,2.28445,48.84843,8661.36
2024-1221630,2024-07-16,650000.0,RUE DU GAL DELESTRAINT,16,83.0,4,2.25665,48.84054,7831.33
2024-1221688,2024-07-16,140000.0,RUE GUTENBERG,15,15.0,1,2.28217,48.84485,9333.33
2024-1221731,2024-07-16,6100000.0,AV PAUL DOUMER,16,214.0,4,2.286,48.8616,28504.67
2024-1221734,2024-07-16,600000.0,RUE DES PLANTES,14,66.0,3,2.32191,48.82816,9090.91
2024-1221747,2024-07-16,755000.0,BD VOLTAIRE,11,68.0,3,2.38546,48.85395,11102.94
2024-1221763,2024-07-16,530000.0,VLA DE LA CROIX NIVERT,15,70.0,1,2.2993,48.8461,7571.43
2024-1221806,2024-07-16,515000.0,RUE SAINT MAUR,11,49.0,2,2.37508,48.86903,10510.2
2024-1221810,2024-07-16,150000.0,RUE DE LA TOMBE ISSOIRE,14,17.0,1,2.33226,48.82671,8823.53
2024-1222044,2024-07-16,255200.0,AV DU BEL AIR,12,26.0,2,2.39857,48.84572,9815.38
2024-1222319,2024-07-16,155000.0,BD VINCENT AURIOL,13,16.0,1,2.36845,48.83469,9687.5
2024-1202157,2024-07-17,300000.0,RUE DARWIN,18,35.0,2,2.33917,48.8901,8571.43
2024-1202255,2024-07-17,230000.0,RUE MARC SEGUIN,18,34.0,2,2.36082,48.89186,6764.71
2024-1202308,2024-07-17,785150.0,RUE VIEILLE DU TEMPLE,3,45.0,2,2.36214,48.86083,17447.78
2024-1202316,2024-07-17,230000.0,BD SERURIER,19,38.0,1,2.40188,48.8784,6052.63
2024-1202328,2024-07-17,1013500.0,RUE DE CHATEAUDUN,9,64.0,3,2.33324,48.87657,15835.94
2024-1202362,2024-07-17,580000.0,BD DU TEMPLE,3,69.0,3,2.36571,48.86369,8405.8
2024-1202377,2024-07-17,109000.0,RUE CAPRON,18,12.0,1,2.32771,48.88526,9083.33
2024-1202390,2024-07-17,316513.0,RUE RIQUET,19,87.0,4,2.37712,48.88828,3638.08
2024-1202403,2024-07-17,214500.0,PAS BRADY,10,26.0,1,2.35497,48.87132,8250.0
2024-1202404,2024-07-17,288300.0,RUE DU CHATEAU LANDON,10,35.0,2,2.36261,48.87966,8237.14
2024-1202424,2024-07-17,690700.0,RUE CAULAINCOURT,18,49.0,3,2.33618,48.8898,14095.92
2024-1202428,2024-07-17,1008800.0,RUE DE CALAIS,9,95.0,5,2.33132,48.88212,10618.95
2024-1202448,2024-07-17,481600.0,BD BARBES,18,50.0,4,2.34919,48.88441,9632.0
2024-1202472,2024-07-17,440000.0,RUE DE CLIGNANCOURT,18,53.0,3,2.34814,48.8877,8301.89
2024-1202493,2024-07-17,340000.0,RUE SAINT PAUL,4,25.0,2,2.36223,48.8536,13600.0
2024-1202496,2024-07-17,881900.0,RUE AU MAIRE,3,85.0,2,2.35483,48.8647,10375.29
2024-1202505,2024-07-17,190000.0,RUE PIAT,20,23.0,1,2.38402,48.87307,8260.87
2024-1202535,2024-07-17,290000.0,RUE SAINT-JOSEPH,2,20.0,1,2.34391,48.86856,14500.0
2024-1202573,2024-07-17,505000.0,RUE LAMARCK,18,56.0,3,2.32747,48.89117,9017.86
2024-1202604,2024-07-17,305000.0,RUE LIGNER,20,35.0,2,2.39835,48.85734,8714.29
2024-1202617,2024-07-17,650000.0,RUE DES ORMEAUX,20,70.0,3,2.40077,48.85111,9285.71
2024-1202624,2024-07-17,310000.0,RUE PETIT,19,47.0,1,2.39133,48.8864,6595.74
2024-1202625,2024-07-17,171000.0,RUE PETIT,19,24.0,1,2.39133,48.8864,7125.0
2024-1202674,2024-07-17,245000.0,RUE GAUTHEY,17,25.0,2,2.32163,48.89274,9800.0
2024-1202681,2024-07-17,438800.0,AV DE SAINT OUEN,18,52.0,3,2.32742,48.89209,8438.46
2024-1202794,2024-07-17,560000.0,RUE CURIAL,19,98.0,5,2.37077,48.89098,5714.29
2024-1202821,2024-07-17,1748446.0,RUE DE LA TREMOILLE,8,138.0,5,2.30394,48.86795,12669.9
2024-1202888,2024-07-17,105000.0,RUE BICHAT,10,19.0,1,2.36688,48.87213,5526.32
2024-1202907,2024-07-17,196000.0,RUE SIMART,18,23.0,2,2.34649,48.89161,8521.74
2024-1202910,2024-07-17,585000.0,RUE DE SAINTONGE,3,47.0,2,2.3623,48.86112,12446.81
2024-1202911,2024-07-17,140000.0,RUE NOLLET,17,13.0,1,2.32359,48.88594,10769.23
2024-1202915,2024-07-17,87500.0,RUE COUSTOU,18,12.0,1,2.33428,48.88439,7291.67
2024-1202956,2024-07-17,166000.0,AV CORENTIN CARIOU,19,23.0,1,2.38429,48.89737,7217.39
2024-1202976,2024-07-17,57000.0,RUE DU FBG POISSONNIERE,10,12.0,1,2.34869,48.87458,4750.0
2024-1202991,2024-07-17,42000.0,RUE DES BATIGNOLLES,17,13.0,1,2.31949,48.88604,3230.77
2024-1202995,2024-07-17,745000.0,RUE DU FBG DU TEMPLE,10,70.0,2,2.36964,48.86984,10642.86
2024-1203006,2024-07-17,641700.0,RUE DES TOURNELLES,4,47.0,3,2.36705,48.85427,13653.19
2024-1203008,2024-07-17,120000.0,RUE RIQUET,18,18.0,1,2.36176,48.89022,6666.67
2024-1203015,2024-07-17,376700.0,RUE DE LA FELICITE,17,34.0,2,2.31119,48.88738,11079.41
2024-1203119,2024-07-17,944000.0,RUE DE LA PLAINE,20,108.0,5,2.40452,48.85059,8740.74
2024-1203132,2024-07-17,380800.0,RUE DE TURBIGO,3,34.0,2,2.35404,48.86481,11200.0
2024-1203174,2024-07-17,565500.0,RUE CHAMPIONNET,18,56.0,3,2.32836,48.89354,10098.21
2024-1203212,2024-07-17,273500.0,RUE CHARLOT,3,18.0,1,2.36298,48.86346,15194.44
2024-1203250,2024-07-17,1122000.0,RUE JOUFFROY D'ABBANS,17,90.0,4,2.30613,48.88416,12466.67
2024-1203260,2024-07-17,262500.0,RUE NOTRE-DAME DE NAZARETH,3,24.0,2,2.35728,48.86736,10937.5
2024-1203307,2024-07-17,1761905.0,BD DE COURCELLES,17,130.0,4,2.30733,48.88039,13553.12
2024-1203371,2024-07-17,3496000.0,RUE ALFRED DE VIGNY,8,247.0,7,2.30548,48.87916,14153.85
2024-1203376,2024-07-17,225000.0,RUE DE BUDAPEST,9,22.0,1,2.32764,48.87653,10227.27
2024-1203417,2024-07-17,1580000.0,RUE DE RIVOLI,1,85.0,4,2.32884,48.86511,18588.24
2024-1203422,2024-07-17,435000.0,AV DE FLANDRE,19,73.0,4,2.37682,48.89181,5958.9
2024-1203481,2024-07-17,205000.0,RUE MARIE ET LOUISE,10,28.0,2,2.36712,48.87198,7321.43
2024-1203602,2024-07-17,280000.0,RUE DE BERNE,8,17.0,1,2.32355,48.88086,16470.59
2024-1203617,2024-07-17,101000.0,RUE LARRIBE,8,16.0,1,2.31789,48.88038,6312.5
2024-1220241,2024-07-17,205000.0,RUE BAILLOU,14,18.0,1,2.32108,48.82883,11388.89
2024-1220320,2024-07-17,670000.0,RUE DE WATTIGNIES,12,90.0,4,2.40022,48.83497,7444.44
2024-1220335,2024-07-17,170000.0,RUE DU CHEMIN VERT,11,22.0,2,2.3871,48.86258,7727.27
2024-1220353,2024-07-17,400000.0,RUE PASCAL,13,30.0,2,2.34779,48.83648,13333.33
2024-1220366,2024-07-17,620000.0,RUE D ALESIA,14,60.0,3,2.32322,48.82884,10333.33
2024-1220377,2024-07-17,312200.0,RUE PRINCESSE,6,23.0,1,2.33432,48.85253,13573.91
2024-1220383,2024-07-17,674850.0,RUE BLOMET,15,55.0,3,2.30609,48.84313,12270.0
2024-1220447,2024-07-17,1225000.0,RUE MONSIEUR LE PRINCE,6,94.0,3,2.3395,48.85044,13031.91
2024-1220455,2024-07-17,130000.0,RUE DE WATTIGNIES,12,15.0,1,2.3956,48.83623,8666.67
2024-1220465,2024-07-17,658900.0,AV DE BRETEUIL,7,41.0,2,2.31124,48.85164,16070.73
2024-1220478,2024-07-17,635879.0,RUE PRINCESSE,6,45.0,3,2.33474,48.85234,14130.64
2024-1220497,2024-07-17,490000.0,RUE DE REUILLY,12,27.0,2,2.38953,48.84595,18148.15
2024-1220551,2024-07-17,1180000.0,AV DE TOURVILLE,7,65.0,3,2.30763,48.85378,18153.85
2024-1220559,2024-07-17,400000.0,RUE DU FAUBOURG DU TEMPLE,11,38.0,2,2.3706,48.86918,10526.32
2024-1220565,2024-07-17,275000.0,RUE SARRETTE,14,33.0,1,2.32689,48.82567,8333.33
2024-1220574,2024-07-17,172000.0,RUE NICOLAS CHARLET,15,22.0,1,2.31379,48.84259,7818.18
2024-1220632,2024-07-17,416700.0,RUE D ALESIA,14,49.0,2,2.31594,48.83091,8504.08
2024-1220646,2024-07-17,222500.0,RUE BOUILLOUX LAFONT,15,24.0,1,2.27993,48.83688,9270.83
2024-1220685,2024-07-17,485000.0,RUE DE FECAMP,12,45.0,3,2.402,48.83678,10777.78
2024-1220716,2024-07-17,230000.0,RUE ST DOMINIQUE,7,18.0,1,2.30859,48.86006,12777.78
2024-1220733,2024-07-17,987000.0,RUE RAFFET,16,113.0,3,2.26591,48.851,8734.51
2024-1220755,2024-07-17,809100.0,RUE DE LOURMEL,15,106.0,3,2.28145,48.83686,7633.02
2024-1220756,2024-07-17,363000.0,RUE EBELMEN,12,46.0,2,2.38733,48.84372,7891.3
2024-1220757,2024-07-17,1261700.0,AV KLEBER,16,100.0,4,2.2901,48.86779,12617.0
2024-1220770,2024-07-17,305000.0,RUE FRIANT,14,34.0,2,2.32376,48.82559,8970.59
2024-1220791,2024-07-17,317500.0,RUE DU MOULIN DES PRES,13,30.0,2,2.35341,48.8296,10583.33
2024-1220792,2024-07-17,428700.0,RUE MOLITOR,16,54.0,2,2.26137,48.84504,7938.89
2024-1220794,2024-07-17,886500.0,RUE GASTON DE CAILLAVET,15,88.0,4,2.2843,48.84889,10073.86
2024-1220808,2024-07-17,235000.0,RUE NEUVE DES BOULETS,11,25.0,1,2.38902,48.85385,9400.0
2024-1220822,2024-07-17,195000.0,RUE DE L ABBE GROULT,15,17.0,1,2.29386,48.84241,11470.59
2024-1220832,2024-07-17,223500.0,RUE PERNETY,14,28.0,2,2.32009,48.83256,7982.14
2024-1220841,2024-07-17,254400.0,RUE LECOURBE,15,26.0,1,2.30873,48.84503,9784.62
2024-1220864,2024-07-17,480000.0,AV DU GAL MICHEL BIZOT,12,64.0,3,2.4013,48.83545,7500.0
2024-1220894,2024-07-17,230000.0,RUE LETELLIER,15,22.0,1,2.29884,48.84674,10454.55
2024-1220905,2024-07-17,129000.0,RUE DU FAUBOURG SAINT JACQUES,14,15.0,1,2.33964,48.83839,8600.0
2024-1220923,2024-07-17,221250.0,RUE DE GRENELLE,7,18.0,1,2.30687,48.85821,12291.67
2024-1220925,2024-07-17,648440.0,RUE FELICIEN DAVID,16,67.0,2,2.27432,48.85014,9678.21
2024-1220965,2024-07-17,180000.0,RUE DES CANETTES,6,13.0,1,2.33355,48.85164,13846.15
2024-1220976,2024-07-17,883400.0,RUE VITAL,16,64.0,3,2.27752,48.85858,13803.12
2024-1221056,2024-07-17,516000.0,RUE DU FBG ST ANTOINE,11,66.0,3,2.39348,48.84909,7818.18
2024-1221100,2024-07-17,825000.0,BD DU MONTPARNASSE,14,64.0,3,2.33424,48.84007,12890.62
2024-1221120,2024-07-17,790000.0,AV THEOPHILE GAUTIER,16,83.0,3,2.27222,48.8497,9518.07
2024-1221129,2024-07-17,1052631.6,PL DE BARCELONE,16,118.0,4,2.27347,48.8479,8920.61
2024-1221135,2024-07-17,268500.0,RUE DE PATAY,13,46.0,2,2.37622,48.82484,5836.96
2024-1221152,2024-07-17,368200.0,AV DU GAL BALFOURIER,16,42.0,1,2.25951,48.84489,8766.67
2024-1221154,2024-07-17,595000.0,RUE DE LA ROQUETTE,11,78.0,3,2.38732,48.85969,7628.21
2024-1221160,2024-07-17,908500.0,RUE DE LA TOUR,16,90.0,4,2.28317,48.85957,10094.44
2024-1221223,2024-07-17,157000.0,RUE MARMONTEL,15,18.0,1,2.30058,48.83746,8722.22
2024-1221241,2024-07-17,521070.0,BD DE GRENELLE,15,61.0,4,2.29288,48.85032,8542.13
2024-1221261,2024-07-17,2500000.0,RUE RECAMIER,7,118.0,3,2.32825,48.8527,21186.44
2024-1221263,2024-07-17,2730000.0,RUE BOISSIERE,16,223.0,7,2.2861,48.86898,12242.15
2024-1221268,2024-07-17,225000.0,RUE MAURICE RIPOCHE,14,35.0,1,2.32186,48.83382,6428.57
2024-1221290,2024-07-17,770580.0,RUE FABRE D EGLANTINE,12,78.0,3,2.39625,48.84608,9879.23
2024-1221291,2024-07-17,381000.0,RUE DE MONTREUIL,11,26.0,1,2.3886,48.85066,14653.85
2024-1221335,2024-07-17,1750000.0,AV DE BRETEUIL,7,112.0,4,2.31127,48.85046,15625.0
2024-1221380,2024-07-17,1725000.0,RUE EDMOND VALENTIN,7,120.0,5,2.30196,48.85957,14375.0
2024-1221381,2024-07-17,561500.0,RUE CASTAGNARY,15,68.0,3,2.30927,48.83457,8257.35
2024-1221446,2024-07-17,531000.0,RUE PIERRE LEROUX,7,36.0,2,2.31918,48.84854,14750.0
2024-1221459,2024-07-17,140000.0,RUE SAINT NICOLAS,12,13.0,1,2.37398,48.85074,10769.23
2024-1221536,2024-07-17,651600.0,RUE LACEPEDE,5,46.0,2,2.35395,48.8439,14165.22
2024-1221735,2024-07-17,587900.0,RUE JEAN MACE,11,48.0,3,2.38432,48.85272,12247.92
2024-1221798,2024-07-17,460000.0,RUE JEAN DE LA FONTAINE,16,36.0,2,2.27302,48.85188,12777.78
2024-1221823,2024-07-17,807000.0,AV D ITALIE,13,100.0,4,2.35708,48.82912,8070.0
2024-1221839,2024-07-17,715000.0,SQ HENRI DELORMEL,14,62.0,2,2.32928,48.83212,11532.26
2024-1221850,2024-07-17,920000.0,RUE LOUIS DAVID,16,92.0,4,2.28128,48.86202,10000.0
2024-1202206,2024-07-18,630000.0,RUE RAVIGNAN,18,48.0,2,2.33817,48.88618,13125.0
2024-1202258,2024-07-18,297880.0,RUE GUY MOQUET,17,33.0,2,2.32572,48.89293,9026.67
2024-1202268,2024-07-18,230000.0,AV DE SAINT-OUEN,17,56.0,3,2.32635,48.891,4107.14
2024-1202325,2024-07-18,1040000.0,RUE CHEV. DE LA BARRE,18,47.0,2,2.3456,48.88758,22127.66
2024-1202339,2024-07-18,223000.0,RUE PHILIPPE DE GIRARD,18,35.0,1,2.36051,48.88744,6371.43
2024-1202367,2024-07-18,272000.0,RUE LEGENDRE,17,31.0,2,2.32294,48.88949,8774.19
2024-1202394,2024-07-18,945750.0,RUE DES RENAUDES,17,85.0,4,2.30028,48.87934,11126.47
2024-1202402,2024-07-18,1063330.0,RUE JEAN JACQUES ROUSSEAU,1,90.0,4,2.34038,48.86287,11814.78
2024-1202410,2024-07-18,1450700.0,RUE D ENGHIEN,10,102.0,4,2.35208,48.8722,14222.55
2024-1202427,2024-07-18,635060.0,RUE RICHER,9,66.0,3,2.34585,48.8743,9622.12
2024-1202439,2024-07-18,927800.0,RUE JACQUES COEUR,4,104.0,4,2.36727,48.85314,8921.15
2024-1202498,2024-07-18,221350.0,RUE BAYEN,17,23.0,1,2.29099,48.88296,9623.91
2024-1202506,2024-07-18,168000.0,RUE DES MARTYRS,9,15.0,2,2.34044,48.87932,11200.0
2024-1202526,2024-07-18,275000.0,RUE DE MEAUX,19,29.0,2,2.37827,48.88446,9482.76
2024-1202549,2024-07-18,250000.0,RUE STEPHENSON,18,37.0,2,2.35613,48.88897,6756.76
2024-1202571,2024-07-18,157250.0,RUE HOUDON,18,16.0,1,2.33899,48.88335,9828.12
2024-1202589,2024-07-18,337332.0,VLA ARMAND,18,31.0,2,2.33098,48.89334,10881.68
2024-1202620,2024-07-18,340000.0,RUE MEDERIC,17,37.0,2,2.30335,48.88028,9189.19
2024-1202640,2024-07-18,1230000.0,RUE THEODULE RIBOT,17,109.0,3,2.30008,48.8797,11284.4
2024-1202644,2024-07-18,2220000.0,RUE MONTALIVET,8,170.0,5,2.31889,48.87119,13058.82
2024-1202645,2024-07-18,100000.0,RUE DE LABORDE,8,11.0,1,2.31653,48.87557,9090.91
2024-1202658,2024-07-18,222000.0,RUE BERZELIUS,17,31.0,2,2.31836,48.89284,7161.29
2024-1202663,2024-07-18,125000.0,IMP DES CHEVALIERS,20,12.0,1,2.39668,48.87208,10416.67
2024-1202682,2024-07-18,560000.0,RUE D HAUTEVILLE,10,72.0,3,2.35017,48.87126,7777.78
2024-1202683,2024-07-18,217080.0,RUE PRADIER,19,24.0,1,2.3826,48.87585,9045.0
2024-1202684,2024-07-18,170000.0,RUE DES MOINES,17,25.0,2,2.32331,48.89295,6800.0
2024-1202685,2024-07-18,952560.0,RUE PAUL ALBERT,18,53.0,3,2.3449,48.88686,17972.83
2024-1202693,2024-07-18,660000.0,BD DE MAGENTA,10,48.0,4,2.36265,48.86936,13750.0
2024-1202694,2024-07-18,570000.0,RUE DES ACACIAS,17,47.0,2,2.29376,48.87786,12127.66
2024-1202766,2024-07-18,586950.0,RUE DE BELZUNCE,10,52.0,2,2.35045,48.87969,11287.5
2024-1202815,2024-07-18,1005100.0,RUE D ORSEL,18,83.0,4,2.34088,48.88331,12109.64
2024-1202832,2024-07-18,430000.0,RUE DE PANAMA,18,66.0,3,2.35238,48.88799,6515.15
2024-1202872,2024-07-18,416000.0,AV JEAN JAURES,19,53.0,2,2.38411,48.88563,7849.06
2024-1202873,2024-07-18,1220000.0,RUE DE MAUBEUGE,10,115.0,5,2.3512,48.87997,10608.7
2024-1202877,2024-07-18,250000.0,RUE PELLEPORT,20,32.0,1,2.4001,48.87027,7812.5
2024-1202890,2024-07-18,250000.0,RUE RENNEQUIN,17,22.0,1,2.29863,48.88102,11363.64
2024-1202940,2024-07-18,407000.0,RUE SORBIER,20,42.0,3,2.38942,48.86845,9690.48
2024-1202944,2024-07-18,830000.0,RUE D ORSEL,18,86.0,4,2.34088,48.88331,9651.16
2024-1202958,2024-07-18,240000.0,RUE GODOT DE MAUROY,9,20.0,1,2.32704,48.87205,12000.0
2024-1202975,2024-07-18,165000.0,VLA STENDHAL,20,17.0,1,2.40218,48.86223,9705.88
2024-1203009,2024-07-18,173000.0,RUE REMY DE GOURMONT,19,24.0,1,2.37724,48.87726,7208.33
2024-1203028,2024-07-18,101000.0,AV CLAUDE VELLEFAUX,10,10.0,1,2.37066,48.87663,10100.0
2024-1203048,2024-07-18,631800.0,RUE LAMARCK,18,49.0,3,2.33868,48.89012,12893.88
2024-1203069,2024-07-18,342000.0,RUE BIOT,17,36.0,2,2.3257,48.88492,9500.0
2024-1203076,2024-07-18,166000.0,RUE SAINT MAUR,10,16.0,1,2.37184,48.87339,10375.0
2024-1203088,2024-07-18,162000.0,RUE DU DEPARTEMENT,18,21.0,1,2.35998,48.88671,7714.29
2024-1203103,2024-07-18,412761.5,RUE DU FBG ST MARTIN,10,43.0,3,2.35693,48.87253,9599.1
2024-1203112,2024-07-18,625000.0,RUE DES PYRENEES,20,78.0,3,2.4036,48.85681,8012.82
2024-1203159,2024-07-18,112500.0,RUE DE MENILMONTANT,20,12.0,1,2.39435,48.86976,9375.0
2024-1203171,2024-07-18,144500.0,RUE SAINT ANTOINE,4,26.0,2,2.3666,48.8537,5557.69
2024-1203186,2024-07-18,552170.0,BD DE LA VILLETTE,10,54.0,3,2.37051,48.87733,10225.37
2024-1203208,2024-07-18,485000.0,RUE PIERRE FONTAINE,9,40.0,3,2.3336,48.8828,12125.0
2024-1203222,2024-07-18,767000.0,RUE MANIN,19,107.0,4,2.39078,48.88438,7168.22
2024-1203239,2024-07-18,1109309.0,PL MARTIN NADAUD,20,78.0,3,2.39484,48.86521,14221.91
2024-1203242,2024-07-18,294700.0,RUE HENRI DUBOUILLON,20,25.0,1,2.40457,48.87286,11788.0
2024-1203310,2024-07-18,990920.0,RUE LEON COGNIET,17,85.0,5,2.30237,48.8812,11657.88
2024-1203311,2024-07-18,500000.0,RUE PIXERECOURT,20,67.0,3,2.3969,48.87369,7462.69
2024-1203356,2024-07-18,130000.0,RUE DE MONCEAU,8,37.0,3,2.30977,48.87703,3513.51
2024-1203378,2024-07-18,380000.0,RUE D HAUTPOUL,19,52.0,3,2.38876,48.88222,7307.69
2024-1203384,2024-07-18,1475000.0,RUE SAUSSURE,17,76.0,3,2.31598,48.88475,19407.89
2024-1203473,2024-07-18,223000.0,RUE DE BELLEVILLE,19,27.0,1,2.40108,48.87617,8259.26
2024-1203491,2024-07-18,213000.0,AV DE FLANDRE,19,26.0,1,2.37316,48.8868,8192.31
2024-1203576,2024-07-18,134434.0,BD DE COURCELLES,17,12.0,1,2.3136,48.88135,11202.83
2024-1203608,2024-07-18,570000.0,RUE PIERRE DEMOURS,17,56.0,3,2.29924,48.88332,10178.57
2024-1203618,2024-07-18,93000.0,RUE BERZELIUS,17,14.0,1,2.31884,48.89281,6642.86
2024-1203625,2024-07-18,273000.0,RUE DE GRANGE BATELIERE,9,18.0,1,2.34208,48.87327,15166.67
2024-1203642,2024-07-18,430000.0,BD MALESHERBES,17,53.0,2,2.30976,48.88401,8113.21
2024-1203651,2024-07-18,336000.0,RUE DAMREMONT,18,54.0,2,2.33379,48.88896,6222.22
2024-1203678,2024-07-18,421980.0,RUE DES MOINES,17,48.0,3,2.32356,48.89337,8791.25
2024-1203811,2024-07-18,177000.0,RUE DE LA CHAPELLE,18,29.0,2,2.35928,48.89078,6103.45
2024-1203888,2024-07-18,125000.0,RUE PIERRE FONTAINE,9,10.0,1,2.33446,48.8809,12500.0
2024-1204436,2024-07-18,380650.0,RUE HENRY MONNIER,9,26.0,2,2.33769,48.88039,14640.38
2024-1220371,2024-07-18,470000.0,RUE DUPUYTREN,6,36.0,2,2.33959,48.85149,13055.56
2024-1220416,2024-07-18,1195000.0,RUE SAINTE BEUVE,6,88.0,4,2.32985,48.844,13579.55
2024-1220427,2024-07-18,640000.0,RUE DE CIVRY,16,70.0,3,2.25787,48.8439,9142.86
2024-1220442,2024-07-18,1050000.0,RUE BOISSONADE,14,128.0,3,2.33274,48.8385,8203.12
2024-1220443,2024-07-18,680000.0,RUE SAINT AMBROISE,11,78.0,3,2.37816,48.86325,8717.95
2024-1220481,2024-07-18,312700.0,RUE OLIVIER DE SERRES,15,31.0,1,2.29771,48.83623,10087.1
2024-1220510,2024-07-18,2500000.0,AV FOCH,16,278.0,7,2.27898,48.87283,8992.81
2024-1220513,2024-07-18,2500000.0,AV FOCH,16,278.0,6,2.27898,48.87283,8992.81
2024-1220533,2024-07-18,3390000.0,AV FOCH,16,278.0,6,2.27898,48.87283,12194.24
2024-1220549,2024-07-18,280000.0,AV PHILIPPE AUGUSTE,11,32.0,1,2.39157,48.85735,8750.0
2024-1220575,2024-07-18,246000.0,RUE DE L ASSOMPTION,16,21.0,1,2.26687,48.85508,11714.29
2024-1220584,2024-07-18,455000.0,RUE GEORGES DUHAMEL,15,47.0,2,2.31255,48.83653,9680.85
2024-1220620,2024-07-18,1176220.0,RUE MONGE,5,73.0,3,2.34956,48.8489,16112.6
2024-1220628,2024-07-18,610000.0,RUE PIERRE LAROUSSE,14,66.0,3,2.31352,48.82979,9242.42
2024-1220684,2024-07-18,229000.0,RUE DE MADAGASCAR,12,24.0,2,2.39775,48.83511,9541.67
