date,cmd_id,prod_id,qte,prix,client_id,categorie
22-11-2011,578082,22831,6,"2,95",12775.0,DIVERS
16-12-2010,539118,82578,25,"0,55",15563.0,cuisine
31/05/2011,555147,21314,8,"2,10 EUR",13505.0,cuisine
30/11/2011,579768,23569,12,"4,95 EUR",14911.0,divers
20-03-2011,547055,85049D,1,"1,25",16444.0, divers
10-12-2010,538255,17012F,12,"2,55",14911.0, divers
31/01/2011,542713,37450,12,"2,95 EUR",12668.0,CUISINE
27-01-2011,542276,21756,6,"5,95",12764.0,divers
11/05/2011,552826,22626,1,"8,50",,CUISINE
01-11-2011,573748,22694,12,"2,10",14911.0,deco
05-05-2011,552013,85049D,12,"1,25 EUR",12451.0,divers
20/09/2011,567368,21507,12,"0,42",17147.0,PAPETERIE
21-08-2011,563931,23170,12,"1,65",14895.0,cuisine
15/02/2011,543997,21080,2,"0,85",17348.0, papeterie
10/03/2011,546236,22273,6,"2,95",12370.0,JOUET
09-12-2011,581494,22549,12,"1,45 EUR",12518.0, divers
14/03/2011,546509,C2,1,"50,00",14911.0,DIVERS
25-10-2011,572742,22952,24,"0,55",14341.0,cuisine
07-09-2011,565854,23159,12,"2,08",12490.0,cuisine
11-10-2011,570672,21844,6,"2,95",12536.0,cuisine
15/12/2010,539007,22553,1,"1,65",17894.0, cuisine
23-08-2011,564159,22382,10,"1,65",12593.0,sac
26/08/2011,564565,23226,24,"1,25",14911.0,jardin
29-07-2011,561697,22423,1,"12,75 EUR",18127.0,CUISINE
13-04-2011,549988,22475,4,"4,95",14367.0, deco
18/09/2011,567180,20679,2,"5,95",17802.0,JARDIN
24/10/2011,572511,23487,2,"9,95 EUR",14895.0,cuisine
28-03-2011,547882,48194,2,"7,95",14911.0,DECO
17/08/2011,563557,84987,12,"1,45",15786.0,papeterie
05-06-2011,555572,84086C,6,"2,95",12449.0,divers
11/05/2011,552844,21559,12,"2,55",12649.0,CUISINE
19/04/2011,550527,21509,12,"0,42 EUR",12476.0,papeterie
11-02-2011,543774,82600,48,"1,85",15856.0,DECO
25-02-2011,545019,22683,20,"1,25",,deco
08/06/2011,555947,20840,12,"0,85 EUR",14911.0,DECO
02-08-2011,562035,POST,2,"18,00",12627.0,DIVERS
07-12-2011,581193,85232D,1,"4,95",17097.0,cuisine
28/03/2011,547892,22997,24,"0,42",12669.0,SAC
20/05/2011,553935,21169,24,"1,69",15856.0, deco
19/04/2011,550527,22423,4,"12,75",,CUISINE
04/04/2011,548808,82486,1,"8,95",17774.0,divers
06-05-2011,552202,21207,12,"1,65 EUR",12414.0, deco
08/06/2011,556071,21135,8,"1,69",15974.0, papeterie
17-07-2011,560251,23310,36,"0,42",17774.0,BIJOU
08/07/2011,559362,22210,12,"0,83",12635.0,DIVERS
09/12/2010,538009,84380,12,"1,25",14911.0,divers
31/08/2011,564853,22326,6,"2,95 EUR",12423.0, deco
17/10/2011,571442,23530,3,"4,95 EUR",17049.0,divers
29/09/2011,568798,21914,12,"1,25",12615.0,DECO
02/12/2011,580153,22403,12,"0,39 EUR",12762.0, deco
10/10/2011,570418,23400,2,"6,25",15211.0,DECO
24-03-2011,547658,82583,1,"2,10",13736.0,DECO
22/11/2011,578024,23355,4,"4,95",12705.0, cuisine
06-11-2011,574653,POST,2,"18,00",12619.0,divers
01-12-2011,580137,22630,1,"1,95",17566.0,jouet
17/11/2011,576910,35598D,24,"0,65",12477.0,jardin
02/12/2011,580153,22403,12,"0,39 EUR",12762.0, deco
05/10/2011,569653,22629,24,"1,95 EUR",12451.0,jouet
21/11/2011,577733,21791,10,"1,25",15163.0,PAPETERIE
30-06-2011,558567,20839,12,"0,85",14191.0,deco
05/07/2011,559010,22766,8,"2,95",14911.0, deco
27/01/2011,542276,22845,2,"6,35 EUR",12764.0,DECO
08/07/2011,559418,23235,6,"2,89",12681.0,CUISINE
07/10/2011,570002,22191,4,"8,50 EUR",,deco
14/10/2011,571231,23156,12,"2,08",15856.0,divers
29/09/2011,569001,20674,8,"1,25",12703.0,cuisine
31-07-2011,561870,20992,24,"0,39",14911.0, sac
19/05/2011,553901,22699,12,"2,95 EUR",14911.0, cuisine
08-09-2011,565930,22142,12,"1,45",12685.0,divers
27/07/2011,561388,23196,48,"1,25",12753.0,deco
06/12/2010,C537402,47580,-6,"2,55",15502.0,divers
08/12/2011,581218,22059,24,"0,39",14191.0,cuisine
26-01-2011,542224,84755,8,"0,65",17888.0, cuisine
12-10-2011,570829,22505,4,"4,95",16295.0,DECO
04/11/2011,574502,23182,3,"0,83",17274.0, cuisine
28-04-2011,551398,47591D,8,"1,95",12417.0,CUISINE
07/10/2011,569998,23076,24,"1,25",12540.0,DIVERS
04-03-2011,545634,22726,4,"3,75",14911.0, deco
28-11-2011,579153,22744,6,"2,95",12660.0,papeterie
26/06/2011,558089,21239,16,"0,85",13505.0,cuisine
03/12/2010,536943,22813,2,"1,95",17884.0,JARDIN
27-10-2011,573130,23194,6,"2,25",13969.0,deco
08-08-2011,562670,20998,6,"2,95",, jardin
14-10-2011,571234,84596F,56,"0,42",15856.0,CUISINE
19/12/2010,539464,22667,2,"2,95",17913.0,deco
07-01-2011,540404,22814,12,"0,42 EUR",12947.0,papeterie
07-03-2011,545883,47351B,6,"2,95 EUR",15974.0, deco
17/11/2011,577071,23598,5,"2,95",13969.0,PAPETERIE
09-05-2011,552321,21523,2,"7,95",17049.0, deco
20/07/2011,560635,23286,8,"0,85",12521.0,DECO
25/07/2011,561085,23201,10,"2,08",14367.0,SAC
13/04/2011,549953,21155,6,"2,55",12766.0, sac
01/12/2010,C536548,22242,-5,"1,65",12472.0,divers
20/10/2011,572065,22273,1,"2,95",12556.0, jouet
17-10-2011,571442,22141,3,"2,10 EUR",17049.0,jardin
11-10-2011,570499,22139,3,"4,95",12772.0,CUISINE
24/07/2011,561029,20726,10,"1,65",12490.0, sac
05-09-2011,565475,23205,100,"0,72",14156.0,SAC
04/03/2011,545634,22966,12,"1,25",14911.0,divers
27-11-2011,578941,16238,1,"0,21",16024.0,papeterie
23-06-2011,557957,23236,3,"2,89",,cuisine
09/11/2011,575485,23243,4,"4,95",,cuisine
16/03/2011,546765,21244,8,"1,69",12437.0,cuisine
21-06-2011,557569,20719,99999,"0,85",12474.0, sac
05/09/2011,565583,15056BL,3,"5,95",12816.0,jardin
11/09/2011,566256,20751,12,"2,10",12680.0, divers
10/11/2011,575728,22722,4,"3,95",14911.0,cuisine
08/12/2010,537793,21932,3,"2,95",15032.0,sac
20/07/2011,560728,22326,12,"2,95 EUR",12520.0,deco
22/11/2011,578033,23108,4,"6,25",12656.0, jouet
28-07-2011,561624,21641,48,"0,29",16969.0,bijou
10/10/2011,570418,23311,6,"2,55",15211.0, deco
07/12/2010,537626,22772,12,"1,25",12347.0, deco
03/12/2010,536975,21165,12,"1,69",14911.0, deco
14/10/2011,571129,20724,20,"0,85",14156.0, sac
08/12/2010,537793,20716,2,"1,25 EUR",15032.0,SAC
06/11/2011,574682,22909,1,"0,85",14963.0, cuisine
06/10/2011,569968,22191,1,"8,50",17921.0,deco
13/01/2011,541115,22519,6,"2,10 EUR",12578.0,JARDIN
07-09-2011,565865,23190,12,"1,65",12637.0, divers
11-10-2011,570637,22077,99999,"1,95",12530.0,DIVERS
17-08-2011,563557,21976,24,"0,55",15786.0,CUISINE
14-09-2011,566623,21789,24,"0,85",, divers
04-05-2011,551868,POST,8,"28,00 EUR",12540.0,divers
08-06-2011,556102,22750,4,"3,75",13115.0, jouet
14-09-2011,566734,23188,1,"1,65 EUR",16910.0,deco
17/11/2011,577046,20749,2,"7,95",12449.0,DIVERS
08-06-2011,556050,21524,2,"7,95",14367.0, deco
04/11/2011,574336,22417,24,"0,55",,cuisine
10/12/2010,538174,22859,12,"1,65",12471.0, cuisine
10/05/2011,552547,21936,10,"2,95 EUR",13098.0,SAC
28-04-2011,551467,47344B,12,"0,83",12600.0,sac
04/11/2011,574326,23437,12,"1,25 EUR",14913.0,sac
10/10/2011,570388,23113,6,"4,95",14911.0,CUISINE
08-09-2011,566054,20727,10,"1,65",12592.0, sac
11/10/2011,570672,22348,12,"0,85",12536.0,SAC
04/12/2011,580528,22578,48,"0,85 EUR",14911.0, deco
27/02/2011,545053,22057,1,"1,49",17516.0,CUISINE
04/07/2011,558881,22329,12,"1,65",12705.0,DIVERS
26-09-2011,568310,85049A,12,"1,25",14911.0,divers
27-05-2011,554861,21558,6,"2,55",12633.0,cuisine
01/11/2011,573748,22555,12,"1,65",14911.0,CUISINE
09-12-2010,538095,22913,1,"4,95",17097.0,divers
21/11/2011,577687,21989,12,"0,85",12583.0,papeterie
11-09-2011,566271,22751,4,"3,75",14250.0,JOUET
27/01/2011,542276,82600,12,"2,10 EUR",12764.0, deco
23-09-2011,568061,72818,3,"0,39",16910.0,DECO
08/06/2011,555947,21845,36,"0,79",14911.0, cuisine
17-03-2011,546877,82482,12,"2,55",18210.0,deco
14-11-2011,576246,22364,1,"2,95",17566.0,CUISINE
13-05-2011,553143,21955,2,"7,95",12695.0, jardin
25/05/2011,554664,20846,12,"1,25",14397.0, deco
02/12/2010,C536625,22839,-2,"14,95",14766.0,divers
06/05/2011,552038,22489,144,"0,36 EUR",14156.0,divers
24/03/2011,547703,22423,8,"12,75 EUR",12540.0,cuisine
11-04-2011,549680,84531B,12,"0,39 EUR",12701.0,CUISINE
10/06/2011,556341,22690,2,"7,95",16614.0,deco
12/12/2010,538397,22623,20,"4,25",12753.0, jouet
22/06/2011,557742,23169,6,"4,15",14911.0,cuisine
04-10-2011,569423,22579,24,"0,29",16882.0, jardin
05-09-2011,565596,22557,1,"1,65",16444.0,CUISINE
01/11/2011,573895,22421,100,"0,36 EUR",15423.0, papeterie
13/10/2011,571030,22908,24,"0,85",12876.0,cuisine
31/08/2011,565067,84559A,3,"0,85 EUR",15856.0,PAPETERIE
11/10/2011,570674,22336,96,"0,19",,deco
14-09-2011,566734,21914,2,"1,25",16910.0, deco
01/12/2011,580092,22726,6,"3,75",13969.0,deco
07-12-2011,581003,21705,24,"0,39 EUR",14911.0,sac
16-06-2011,557007,22271,6,"2,95",12484.0,jouet
09-12-2010,538040,22595,11,"0,85",,DECO
05/05/2011,552013,22399,12,"1,25",12451.0,divers
20/11/2011,577497,23048,2,"4,15",17555.0,deco
22/11/2011,577825,21108,18,"0,79",17453.0,cuisine
17/10/2011,571328,21251,6,"2,95",12473.0,papeterie
14/03/2011,546520,22261,12,"0,85",14911.0,CUISINE
21/03/2011,547134,22295,4,"1,65",15996.0,deco
12-04-2011,549825,85175,16,"0,42",12463.0, deco
23/11/2011,578277,22751,1,"3,75",, jouet
04/09/2011,565416,22819,12,"0,42 EUR",12710.0,papeterie
10/01/2011,540550,21622,4,"4,95",,DECO
15/02/2011,544075,22838,16,"12,75",14156.0, cuisine
28-07-2011,561645,23174,48,"3,75",14911.0, cuisine
09-12-2010,538008,47599B,12,"2,10",12683.0,SAC
21/09/2011,567616,23378,24,"0,39",14911.0,divers
11/02/2011,543774,82484,12,"6,75",15856.0,DIVERS
22/09/2011,567878,20977,4,"1,25",16910.0, papeterie
03/10/2011,569332,23202,1,"2,08",12637.0, sac
06-12-2011,580963,23493,10,"1,95",14868.0,deco
22-07-2011,560997,22320,3,"5,95",12627.0, jardin
13/04/2011,549953,48184,2,"7,95",12766.0,jardin
31-10-2011,573581,22952,24,"0,55 EUR",14911.0,cuisine
12/10/2011,570839,23409,6,"3,75 EUR",14911.0,deco
23-11-2011,578277,21471,1,"3,75 EUR",12723.0,DIVERS
13/10/2011,571030,20719,20,"0,85 EUR",12876.0,SAC
21/07/2011,560876,20977,32,"1,25",12626.0, papeterie
22-09-2011,567878,22208,1,"0,83",16910.0,divers
14-07-2011,560104,23208,2,"1,65",17921.0,SAC
15/03/2011,546635,21121,3,"1,25",16392.0,DECO
12/10/2011,570703,22474,3,"4,95",14911.0,JOUET
13/11/2011,576051,20676,8,"1,25",, cuisine
29-09-2011,568791,22602,24,"0,85",16650.0,deco
01/12/2010,C536391,21983,-24,"0,29",17548.0,divers
03/05/2011,551616,22520,1,"0,85 EUR",15048.0,JARDIN
06/06/2011,555728,22659,1,"1,95",17252.0,DECO
10/04/2011,549558,15056BL,1,"5,95",15058.0,JARDIN
08/05/2011,552277,22439,10,"0,65",,JOUET
13/05/2011,553045,20725,50,"1,65",12770.0,sac
18-01-2011,541434,C2,1,"50,00",,divers
05/12/2011,580705,21094,12,"0,85",12683.0,papeterie
05/10/2011,569686,23365,16,"0,65",12719.0, papeterie
03/12/2010,537030,20972,12,"1,25",16455.0,DECO
17-04-2011,550310,21868,24,"1,25",15985.0,CUISINE
19/07/2011,560451,22822,4,"5,95 EUR",14911.0, jardin
25/02/2011,544933,22326,6,"2,95",,deco
22-02-2011,544657,23231,25,"0,42 EUR",14895.0,papeterie
04/08/2011,562340,23289,8,"1,25",13985.0, cuisine
26/10/2011,572911,84879,1,"1,69",16345.0,jardin
08/09/2011,565937,23432,12,"0,83 EUR",13468.0,deco
30/11/2011,579741,23570,1,"1,25",,JOUET
22/09/2011,567910,POST,1,"18,00",12437.0,DIVERS
27/02/2011,545071,85040B,4,"1,65",15996.0,cuisine
04-11-2011,574351,21588,2,"2,55",17348.0,DIVERS
26/09/2011,568235,22562,12,"1,25",13410.0,JOUET
17/10/2011,571409,21888,4,"3,75",14911.0,DIVERS
07/12/2011,581180,21064,24,"1,25 EUR",12347.0, deco
17/10/2011,571409,21224,10,"1,25",14911.0, divers
24/07/2011,561077,22621,12,"1,65 EUR",17649.0, cuisine
01-08-2011,562014,23203,10,"2,08 EUR",14341.0,sac
20/11/2011,577532,72127,3,"1,25",16666.0,DECO
31/01/2011,542713,22134,12,"0,42",12668.0,deco
11-11-2011,575845,23084,12,"2,08",12598.0,jouet
18/08/2011,563709,22585,4,"1,25",15472.0,papeterie
26-10-2011,572896,22470,6,"2,95",12456.0, deco
28/11/2011,579153,22966,12,"1,25 EUR",12660.0, divers
18/10/2011,571671,22665,4,"2,95",16940.0,deco
28-08-2011,564734,84375,6,"2,10 EUR",12484.0, divers
02/12/2011,580140,21843,3,"10,95",14895.0,CUISINE
16-02-2011,544097,22189,12,"3,95",12455.0,papeterie
15-08-2011,563288,20727,10,"1,65",12656.0, sac
18/08/2011,563688,22326,12,"2,95 EUR",16767.0,DECO
26-01-2011,542229,85199S,24,"0,42",12474.0, jardin
25/10/2011,572741,23082,6,"3,75",14341.0,papeterie
02-12-2011,580361,35001G,12,"1,25",14865.0, papeterie
26/01/2011,542216,22181,12,"0,85",14911.0, deco
17-02-2011,544304,21891,2,"1,25",18125.0,JOUET
12/04/2011,549906,22669,5,"2,95 EUR",14998.0,cuisine
09-03-2011,546028,85099B,10,"1,95",17049.0,SAC
04-11-2011,574329,22962,24,"0,85",12362.0,CUISINE
08/12/2010,537674,21790,12,"0,85",15628.0,papeterie
24/10/2011,572499,23436,12,"1,25 EUR",15786.0, sac
10/11/2011,575728,16161G,25,"0,10",14911.0,PAPETERIE
04-04-2011,548808,22560,3,"1,25",17774.0,divers
08/08/2011,562602,21402,24,"0,12",12865.0, cuisine
04/03/2011,545583,POST,2,"18,00",12553.0, divers
27/01/2011,542373,22024,12,"0,42",16767.0,papeterie
27/07/2011,561507,22492,36,"0,65",12397.0,deco
18/11/2011,577316,22749,12,"3,75",12578.0, jouet
15-03-2011,546660,22822,6,"5,95 EUR",14156.0,JARDIN
29/11/2011,579276,22563,12,"1,25",12654.0, divers
19/07/2011,560534,21915,12,"1,25",14911.0,deco
08/03/2011,545916,22220,2,"9,95",12528.0, cuisine
12/12/2010,538397,22858,42,"1,65 EUR",12753.0,CUISINE
06/07/2011,559058,16048,24,"0,12",12407.0,papeterie
08-05-2011,552262,22991,12,"1,95 EUR",14911.0,divers
07-10-2011,570008,23133,4,"8,25",13359.0, deco
21/09/2011,567616,23356,6,"5,95",14911.0,cuisine
30/10/2011,573362,22575,8,"1,95",12597.0,DECO
16/08/2011,563477,22630,2,"1,95",17097.0,jouet
10/05/2011,552695,23159,12,"2,08 EUR",16320.0, cuisine
25-03-2011,547715,84531B,6,"0,39",12520.0,cuisine
21-02-2011,544495,22637,8,"2,55",12766.0, divers
19-05-2011,553884,20726,10,"1,65",12600.0,sac
12/10/2011,570823,22467,12,"2,55",,divers
05/04/2011,548993,22616,96,"0,29",12753.0,DIVERS
20/11/2011,577479,21429,8,"1,95",14911.0,BIJOU
06/12/2011,580979,23255,4,"4,15",12362.0,CUISINE
05/12/2010,C537132,22762,-3,"12,75",15221.0,divers
26-08-2011,564565,22796,4,"9,95",,DECO
22-09-2011,567846,23147,12,"1,45",13486.0,jardin
11-10-2011,570680,22896,3,"2,55 EUR",13969.0,sac
09/09/2011,566173,22567,24,"1,45",12787.0,JOUET
08/07/2011,559418,22973,12,"1,65",12681.0,CUISINE
20/09/2011,567424,21592,24,"1,25",16369.0,deco
17-02-2011,544210,84978,12,"1,25",14911.0,cuisine
07-10-2011,569998,22574,12,"0,85",,DECO
23-02-2011,544688,22605,2,"14,95",18151.0,JARDIN
19/08/2011,563756,47566,12,"4,95",12418.0,CUISINE
31-10-2011,573428,21935,10,"1,65",, sac
16/06/2011,557027,22191,2,"8,50",12816.0,DECO
23/06/2011,557880,22961,1,"1,45",14911.0, divers
23-09-2011,568048,23432,24,"0,83",14911.0,DECO
14-11-2011,576353,22571,18,"0,85",15050.0, jouet
19-01-2011,541569,84997B,6,"3,75 EUR",13520.0, cuisine
05-08-2011,562560,85099B,4,"2,08",,SAC
31-08-2011,564856,23107,8,"2,89",12477.0,JARDIN
28-08-2011,564719,22400,3,"0,39 EUR",15325.0,DIVERS
18-10-2011,571671,84596B,8,"0,42",16940.0,CUISINE
27-01-2011,542276,82494L,6,"2,95",12764.0,deco
07/10/2011,569998,22629,12,"1,95",12540.0,JOUET
14-03-2011,546509,22271,6,"2,95",14911.0,JOUET
10-11-2011,575504,23089,12,"1,95",14895.0, cuisine
27-10-2011,573130,22423,1,"12,75",13969.0,CUISINE
16/02/2011,544115,21506,12,"0,42",12727.0, papeterie
04/03/2011,545579,22411,10,"1,95",17508.0,sac
19/08/2011,563756,22971,6,"2,55",12418.0,CUISINE
14-01-2011,541120,22556,12,"1,65",12490.0,CUISINE
06/06/2011,555644,23068,4,"2,49 EUR",16520.0, deco
02/12/2010,536617,85175,96,"0,42",13941.0, deco
10/08/2011,562894,21080,12,"0,85",12571.0,PAPETERIE
13-10-2011,571033,72741,72,"1,25",14251.0,deco
07/10/2011,570016,23323,6,"2,10",14911.0,DECO
16/03/2011,546770,22720,3,"4,95",12523.0,cuisine
13-07-2011,559899,22938,12,"1,95",12528.0, papeterie
20/09/2011,567380,21262,6,"2,95",12620.0,JARDIN
03/05/2011,551656,22320,99999,"5,95",14911.0,jardin
31/03/2011,548496,22554,96,"1,45",12678.0,CUISINE
06/07/2011,559145,22491,288,"0,85",17404.0,papeterie
05/10/2011,569653,84997B,12,"4,15",,cuisine
07-10-2011,570016,22840,2,"7,95",14911.0,CUISINE
01/02/2011,542777,22045,25,"0,42",14911.0,papeterie
11/09/2011,566271,22961,12,"1,45",14250.0, divers
01/12/2010,C536548,22580,-4,"5,95",12472.0,divers
18/08/2011,563613,22139,6,"4,95",12688.0,CUISINE
18/05/2011,553686,84596L,24,"0,42 EUR",14911.0,CUISINE
14/07/2011,560036,22693,24,"1,25",14911.0,cuisine
05-10-2011,569699,22940,2,"4,25",12723.0,DIVERS
28-03-2011,547882,20719,10,"0,85",14911.0,sac
17/05/2011,553415,21731,12,"1,65",12463.0,deco
24-10-2011,572499,23486,2,"16,65",15786.0, deco
10-03-2011,546212,22555,96,"1,45",14156.0,cuisine
11-10-2011,570672,21866,12,"1,25",12536.0,divers
31-10-2011,573511,23480,12,"3,75",12347.0,DECO
23-09-2011,568095,20768,6,"2,55",14911.0, papeterie
08/03/2011,545937,85099B,20,"1,95",12758.0,SAC
16/11/2011,576863,20726,10,"1,65 EUR",12626.0,SAC
13/11/2011,575933,22909,288,"0,72",, cuisine
24/10/2011,572483,22966,1,"1,25",16444.0, divers
23/11/2011,578298,21210,12,"1,45 EUR",12619.0,papeterie
11-02-2011,543737,22449,6,"3,35",12477.0,SAC
23/09/2011,568095,23299,6,"3,75",14911.0,BIJOU
11/03/2011,546365,21672,12,"1,25",12520.0,deco
02/12/2011,580140,23289,8,"1,25",14895.0, cuisine
22-05-2011,554102,22646,4,"1,45 EUR",14647.0, cuisine
02/12/2010,C536812,22574,-192,"0,72",16546.0,divers
08-02-2011,543411,22920,12,"0,65",12576.0,DIVERS
08/03/2011,545996,22334,4,"1,65 EUR",14367.0,sac
10/11/2011,575514,22578,24,"0,29",12541.0, deco
27/01/2011,542303,22443,2,"7,95",12539.0,DIVERS
06-07-2011,559058,37495,4,"3,75",12407.0, cuisine
12-06-2011,556463,22197,36,"0,85",12583.0, deco
01/12/2011,580092,21790,7,"0,85",13969.0, papeterie
11-04-2011,549579,22423,1,"12,75",15780.0,CUISINE
08-11-2011,575049,23289,8,"1,25",12721.0, cuisine
04/12/2011,580536,23199,20,"2,08",12490.0,sac
29-09-2011,568800,22759,12,"1,65",,papeterie
14-10-2011,571239,84997D,4,"4,15",12744.0, cuisine
11/10/2011,570672,22702,6,"2,10",12536.0,cuisine
30-11-2011,579545,20727,20,"1,65",13098.0,sac
28-09-2011,568651,22930,6,"2,55",12362.0,CUISINE
27-05-2011,554938,21880,12,"0,65",12876.0,divers
29/09/2011,568782,22379,15,"2,10",13985.0,SAC
27/01/2011,542373,16237,60,"0,21",16767.0, divers
08/06/2011,555931,21154,10,"1,25",17828.0,divers
16/05/2011,553208,22813,12,"1,95 EUR",12674.0,JARDIN
08-03-2011,545916,POST,2,"18,00",12528.0, divers
22-11-2011,578009,22273,4,"2,95",14467.0, jouet
18-10-2011,571701,22847,1,"16,95",14639.0,divers
16/12/2010,539118,22748,3,"2,10",,cuisine
22-07-2011,560991,21578,6,"2,25 EUR",12438.0, sac
23/06/2011,557878,22342,12,"0,75",16940.0, deco
21-04-2011,550974,23076,24,"1,25",13862.0, divers
30-06-2011,558631,20727,1,"1,65",,SAC
17/08/2011,563558,23207,20,"1,65",14156.0, sac
14-10-2011,571187,22436,20,"0,65",12380.0,jouet
11-05-2011,552839,48116,2,"7,95",, deco
04/09/2011,565442,POST,3,"18,00",12627.0,DIVERS
27/07/2011,561507,22320,3,"5,95",12397.0, jardin
06-11-2011,574682,23480,1,"3,75",14963.0,deco
24-03-2011,547658,22667,1,"2,95",13736.0,DECO
23/06/2011,557872,22417,24,"0,55 EUR",14911.0,CUISINE
