date,cmd_id,prod_id,qte,prix,client_id
2010-12-02 12:28,536698,21913,4,3.75,15363
2010-12-02 12:28,536698,22745,12,2.1,15363
2010-12-02 12:28,536698,85227,12,0.85,15363
2010-12-02 12:28,536698,21790,12,0.85,15363
2010-12-02 12:28,536698,21743,12,2.95,15363
2010-12-02 12:28,536698,20798,12,2.1,15363
2010-12-02 12:28,536698,22457,6,2.95,15363
2010-12-02 12:28,536698,22669,5,2.95,15363
2010-12-02 12:28,536698,22320,3,5.95,15363
2010-12-02 12:28,536698,21249,6,2.95,15363
2010-12-02 12:28,536698,22493,24,1.65,15363
2010-12-02 12:28,536698,22943,6,4.95,15363
2010-12-02 12:28,536698,21561,6,2.55,15363
2010-12-02 12:28,536698,22382,10,1.65,15363
2010-12-02 13:44,536747,16156S,25,0.42,17802
2010-12-02 13:44,536747,85049G,3,1.25,17802
2010-12-02 13:44,536747,85049C,3,1.25,17802
2010-12-02 13:44,536747,85049E,3,1.25,17802
2010-12-02 13:44,536747,85049F,3,1.25,17802
2010-12-02 13:44,536747,85049A,3,1.25,17802
2010-12-02 13:44,536747,85049H,3,1.25,17802
2010-12-02 13:44,536747,22866,6,2.1,17802
2010-12-02 13:44,536747,22865,8,2.1,17802
2010-12-02 13:44,536747,22834,6,2.1,17802
2010-12-02 13:44,536747,22633,6,2.1,17802
2010-12-02 13:44,536747,22632,6,2.1,17802
2010-12-02 16:33,536803,22113,6,3.75,14911
2010-12-02 18:23,536838,15036,24,0.75,14865
2010-12-02 18:23,536838,72232,48,0.19,14865
2010-12-02 18:23,536838,40016,24,0.42,14865
2010-12-02 18:25,536839,84077,288,0.21,15093
2010-12-02 18:25,536839,20685,5,7.95,15093
2010-12-02 18:25,536839,21524,10,6.75,15093
2010-12-02 18:25,536839,21916,24,0.42,15093
2010-12-02 18:25,536839,21508,12,0.42,15093
2010-12-02 18:25,536839,22027,12,0.42,15093
2010-12-02 18:25,536839,22030,36,0.42,15093
2010-12-02 18:25,536839,22029,36,0.42,15093
2010-12-02 18:25,536839,21519,36,0.42,15093
2010-12-02 18:25,536839,21506,24,0.42,15093
2010-12-02 18:25,536839,22023,24,0.42,15093
2010-12-02 18:25,536839,21507,36,0.42,15093
2010-12-02 18:25,536839,84247G,48,0.42,15093
2010-12-02 18:25,536839,21509,48,0.42,15093
2010-12-02 18:25,536839,84879,96,1.69,15093
2010-12-02 18:25,536839,22585,144,1.06,15093
2010-12-02 18:49,536844,22502,32,4.95,14236
2010-12-02 18:49,536844,21430,4,3.75,14236
2010-12-02 18:49,536844,22841,2,7.95,14236
2010-12-03 09:51,536852,22549,12,1.45,12686
2010-12-03 09:51,536852,22544,24,0.42,12686
2010-12-03 09:51,536852,22539,24,0.42,12686
2010-12-03 09:51,536852,22661,10,0.85,12686
2010-12-03 09:51,536852,21791,12,1.25,12686
2010-12-03 09:51,536852,21786,24,0.42,12686
2010-12-03 09:51,536852,POST,1,18.0,12686
2010-12-03 10:36,536858,22326,30,2.95,13520
2010-12-03 10:36,536858,22554,36,1.65,13520
2010-12-03 10:36,536858,21731,24,1.65,13520
2010-12-03 10:36,536858,20677,16,1.25,13520
2010-12-03 10:36,536858,20750,2,7.95,13520
2010-12-03 10:36,536858,POST,2,40.0,13520
2010-12-03 10:43,536860,22627,1,8.5,16905
2010-12-03 10:43,536860,22626,1,8.5,16905
2010-12-03 10:43,536860,85131A,24,1.25,16905
2010-12-03 10:43,536860,22155,10,0.42,16905
2010-12-03 10:43,536860,22575,3,1.95,16905
2010-12-03 10:43,536860,22158,13,2.95,16905
2010-12-03 10:43,536860,84347,48,2.55,16905
2010-12-03 10:43,536860,22111,3,4.95,16905
2010-12-03 10:43,536860,21485,3,4.95,16905
2010-12-03 10:43,536860,21484,2,3.45,16905
2010-12-03 10:44,536861,22149,6,2.1,12427
2010-12-03 10:44,536861,22077,12,1.65,12427
2010-12-03 10:44,536861,21249,6,2.95,12427
2010-12-03 10:44,536861,22636,8,7.65,12427
2010-12-03 10:44,536861,22634,8,8.5,12427
2010-12-03 10:44,536861,22301,6,2.55,12427
2010-12-03 10:44,536861,22300,6,2.55,12427
2010-12-03 10:44,536861,21328,12,1.65,12427
2010-12-03 10:44,536861,21329,12,1.65,12427
2010-12-03 10:44,536861,POST,3,18.0,12427
2010-12-03 11:48,536890,17090A,36,0.85,14156
2010-12-03 11:48,536890,17084R,1440,0.16,14156
2010-12-03 11:48,536890,17091J,72,0.85,14156
2010-12-03 12:11,536943,22469,2,1.65,17884
2010-12-03 12:11,536943,22748,2,2.1,17884
2010-12-03 12:11,536943,22745,1,2.1,17884
2010-12-03 12:11,536943,22746,1,2.1,17884
2010-12-03 12:11,536943,22086,2,2.95,17884
2010-12-03 12:11,536943,22812,2,1.95,17884
2010-12-03 12:11,536943,22813,2,1.95,17884
2010-12-03 12:11,536943,84879,8,1.69,17884
2010-12-03 12:11,536943,22940,1,4.25,17884
2010-12-03 12:11,536943,84944,2,4.25,17884
2010-12-03 12:11,536943,22144,2,2.1,17884
2010-12-03 12:11,536943,22295,12,1.65,17884
2010-12-03 12:11,536943,35957,48,0.42,17884
2010-12-03 12:11,536943,35954,48,0.42,17884
2010-12-03 12:11,536943,22142,3,1.45,17884
2010-12-03 12:11,536943,22910,10,2.95,17884
2010-12-03 12:11,536943,85018D,1,2.55,17884
2010-12-03 12:11,536943,85032D,1,2.1,17884
2010-12-03 12:11,536943,22737,1,1.65,17884
2010-12-03 12:11,536943,22736,1,1.65,17884
2010-12-03 12:11,536943,22738,1,1.65,17884
2010-12-03 12:11,536943,22735,1,1.65,17884
2010-12-03 12:11,536943,22739,1,1.65,17884
2010-12-03 12:11,536943,22731,1,1.25,17884
2010-12-03 12:11,536943,22732,1,1.25,17884
2010-12-03 12:11,536943,22733,2,1.25,17884
2010-12-03 12:11,536943,22585,5,1.25,17884
2010-12-03 12:11,536943,21136,8,1.69,17884
2010-12-03 12:57,536967,POST,1,18.0,12600
2010-12-03 12:57,536967,85099B,30,1.95,12600
2010-12-03 14:04,536975,84352,1,16.95,14911
2010-12-03 14:04,536975,22948,24,0.85,14911
2010-12-03 14:04,536975,22945,36,0.85,14911
2010-12-03 14:04,536975,22944,24,1.25,14911
2010-12-03 14:04,536975,22158,8,2.95,14911
2010-12-03 14:04,536975,22572,12,0.85,14911
2010-12-03 14:04,536975,22571,12,0.85,14911
2010-12-03 14:04,536975,22246,12,1.95,14911
2010-12-03 14:04,536975,22910,6,2.95,14911
2010-12-03 14:04,536975,22086,6,2.95,14911
2010-12-03 14:04,536975,20668,48,0.12,14911
2010-12-03 14:04,536975,22909,24,0.85,14911
2010-12-03 14:04,536975,22952,24,0.55,14911
2010-12-03 14:04,536975,21815,24,1.45,14911
2010-12-03 14:04,536975,35967,24,0.38,14911
2010-12-03 14:04,536975,22049,50,0.42,14911
2010-12-03 14:04,536975,85032D,12,2.1,14911
2010-12-03 14:04,536975,22752,6,8.5,14911
2010-12-03 14:04,536975,22075,12,1.65,14911
2010-12-03 14:04,536975,22585,12,1.25,14911
2010-12-03 14:04,536975,22844,4,8.5,14911
2010-12-03 14:04,536975,22845,4,6.35,14911
2010-12-03 14:04,536975,22846,2,16.95,14911
2010-12-03 14:04,536975,22847,2,16.95,14911
2010-12-03 14:04,536975,22848,2,16.95,14911
2010-12-03 14:04,536975,22849,2,16.95,14911
2010-12-03 14:04,536975,22946,2,16.95,14911
2010-12-03 14:04,536975,22947,2,16.95,14911
2010-12-03 14:04,536975,22560,24,1.25,14911
2010-12-03 14:04,536975,21912,4,3.75,14911
2010-12-03 14:04,536975,22549,12,1.45,14911
2010-12-03 14:04,536975,21914,12,1.25,14911
2010-12-03 14:04,536975,21888,4,3.75,14911
2010-12-03 14:04,536975,22623,3,4.95,14911
2010-12-03 14:04,536975,21064,6,5.95,14911
2010-12-03 14:04,536975,84558A,6,2.95,14911
2010-12-03 14:04,536975,85227,12,0.85,14911
2010-12-03 14:04,536975,22299,24,1.25,14911
2010-12-03 14:04,536975,22180,4,9.95,14911
2010-12-03 14:04,536975,84849B,12,1.69,14911
2010-12-03 14:04,536975,84849A,12,1.69,14911
2010-12-03 14:04,536975,20966,10,1.25,14911
2010-12-03 14:04,536975,20961,10,1.25,14911
2010-12-03 14:04,536975,22863,6,2.95,14911
2010-12-03 14:04,536975,22423,4,12.75,14911
2010-12-03 14:04,536975,22304,6,2.55,14911
2010-12-03 14:04,536975,22837,8,4.65,14911
2010-12-03 14:04,536975,22941,12,8.5,14911
2010-12-03 14:04,536975,22942,10,8.5,14911
2010-12-03 14:04,536975,22816,24,0.42,14911
2010-12-03 14:04,536975,22121,12,5.45,14911
2010-12-03 14:04,536975,79321,4,4.95,14911
2010-12-03 14:04,536975,22704,25,0.42,14911
2010-12-03 14:04,536975,22705,25,0.42,14911
2010-12-03 14:04,536975,22748,6,2.1,14911
2010-12-03 14:04,536975,22745,6,2.1,14911
2010-12-03 14:04,536975,22746,6,2.1,14911
2010-12-03 14:04,536975,22747,6,2.1,14911
2010-12-03 14:04,536975,22592,4,3.75,14911
2010-12-03 14:04,536975,21165,12,1.69,14911
2010-12-03 14:04,536975,21179,12,1.25,14911
2010-12-03 14:04,536975,21164,6,2.95,14911
2010-12-03 14:04,536975,21484,4,3.45,14911
2010-12-03 14:04,536975,22114,8,3.95,14911
2010-12-03 14:04,536975,84030E,4,4.25,14911
2010-12-03 14:04,536975,22113,8,3.75,14911
2010-12-03 14:04,536975,22112,9,4.95,14911
2010-12-03 14:04,536975,84559A,12,0.85,14911
2010-12-03 14:04,536975,84559B,12,0.85,14911
2010-12-03 14:04,536975,20981,12,0.85,14911
2010-12-03 14:04,536975,20982,12,0.85,14911
2010-12-03 15:14,536990,21992,6,2.95,12793
2010-12-03 15:14,536990,22383,10,1.65,12793
2010-12-03 15:14,536990,20728,14,1.65,12793
2010-12-03 15:14,536990,20658,12,1.25,12793
2010-12-03 15:14,536990,20669,12,1.25,12793
2010-12-03 15:14,536990,POST,1,28.0,12793
2010-12-03 15:14,536990,20726,10,1.65,12793
2010-12-03 16:35,537026,84375,12,2.1,12395
2010-12-03 16:35,537026,21217,2,9.95,12395
2010-12-03 16:35,537026,21212,120,0.42,12395
2010-12-03 16:35,537026,21977,120,0.42,12395
2010-12-03 16:35,537026,22417,120,0.42,12395
2010-12-03 16:35,537026,21975,48,0.55,12395
2010-12-03 16:35,537026,21976,48,0.55,12395
2010-12-03 16:35,537026,22551,12,1.65,12395
2010-12-03 16:35,537026,85099B,10,1.95,12395
2010-12-03 16:35,537026,22355,10,0.85,12395
2010-12-03 16:35,537026,84992,24,0.55,12395
2010-12-03 16:35,537026,POST,2,18.0,12395
2010-12-03 16:44,537030,22587,12,0.85,16455
2010-12-03 16:44,537030,22586,12,0.85,16455
2010-12-03 16:44,537030,22565,12,0.85,16455
2010-12-03 16:44,537030,22566,12,0.85,16455
2010-12-03 16:44,537030,22150,12,1.95,16455
2010-12-03 16:44,537030,22149,12,2.1,16455
2010-12-03 16:44,537030,22147,12,1.45,16455
2010-12-03 16:44,537030,20971,12,1.25,16455
2010-12-03 16:44,537030,20972,12,1.25,16455
2010-12-03 16:44,537030,22438,10,1.95,16455
2010-12-03 16:44,537030,22570,8,3.75,16455
2010-12-03 16:44,537030,20970,8,3.75,16455
2010-12-03 16:44,537030,20969,8,3.75,16455
2010-12-03 16:45,537031,22775,24,1.25,16455
2010-12-03 16:45,537031,22774,24,1.25,16455
2010-12-03 16:45,537031,22773,12,1.25,16455
2010-12-03 16:45,537031,22772,12,1.25,16455
2010-12-03 16:45,537031,22771,24,1.25,16455
2010-12-03 16:45,537031,22805,12,1.25,16455
2010-12-05 12:00,537081,22409,12,1.25,15332
2010-12-05 12:00,537081,21915,36,1.25,15332
2010-12-05 12:00,537081,15056BL,12,5.95,15332
2010-12-05 12:00,537081,15056N,12,5.95,15332
2010-12-05 12:00,537081,20679,12,5.95,15332
2010-12-05 12:00,537081,20686,6,3.25,15332
2010-12-05 12:00,537081,20682,6,3.25,15332
2010-12-05 12:00,537081,20681,6,3.25,15332
2010-12-05 12:00,537081,21429,8,1.65,15332
2010-12-05 12:00,537081,21914,36,1.25,15332
2010-12-05 12:00,537081,22273,12,2.95,15332
2010-12-05 12:00,537081,22306,36,1.65,15332
2010-12-05 12:00,537081,22307,36,1.65,15332
2010-12-05 12:00,537081,22300,18,2.55,15332
2010-12-05 12:00,537081,22301,18,2.55,15332
2010-12-05 12:00,537081,22554,24,1.65,15332
2010-12-05 12:00,537081,22553,12,1.65,15332
2010-12-05 12:00,537081,22551,12,1.65,15332
2010-12-05 12:00,537081,22568,24,3.39,15332
2010-12-05 12:00,537081,20967,16,3.75,15332
2010-12-05 12:00,537081,22569,16,3.75,15332
2010-12-05 12:00,537081,22940,16,4.25,15332
2010-12-05 12:00,537081,22750,16,3.75,15332
2010-12-05 12:00,537081,22751,16,3.75,15332
2010-12-05 12:00,537081,85114B,24,1.65,15332
2010-12-05 12:01,537086,20967,20,3.75,15332
2010-12-05 12:01,537086,22271,48,2.55,15332
2010-12-05 12:01,537086,22569,8,3.75,15332
2010-12-05 12:01,537086,22750,16,3.75,15332
2010-12-05 12:01,537086,22751,12,3.75,15332
2010-12-05 12:01,537086,21429,16,1.65,15332
2010-12-05 12:01,537086,85206A,24,1.65,15332
2010-12-05 12:01,537086,22021,24,1.65,15332
2010-12-05 12:02,537090,21915,12,1.25,15332
2010-12-05 12:29,537133,21468,1,3.75,18156
2010-12-05 12:29,537133,21466,1,3.75,18156
2010-12-05 12:29,537133,22197,2,0.85,18156
2010-12-05 12:29,537133,21558,2,2.55,18156
2010-12-05 12:29,537133,22632,1,2.1,18156
2010-12-05 12:29,537133,22150,1,1.95,18156
2010-12-05 12:29,537133,22149,1,2.1,18156
2010-12-05 12:29,537133,22147,1,1.45,18156
2010-12-05 12:29,537133,22558,2,1.49,18156
2010-12-05 12:29,537133,21591,2,1.25,18156
2010-12-05 12:29,537133,84378,2,1.25,18156
2010-12-05 12:29,537133,20914,1,2.95,18156
2010-12-05 12:29,537133,22315,1,1.25,18156
2010-12-05 12:29,537133,21563,2,2.95,18156
2010-12-05 12:29,537133,22480,1,1.25,18156
2010-12-05 12:29,537133,47591D,1,1.95,18156
2010-12-05 12:29,537133,22367,1,1.95,18156
2010-12-05 12:29,537133,47567B,1,5.95,18156
2010-12-05 12:29,537133,21210,1,1.45,18156
2010-12-05 12:29,537133,21625,1,6.95,18156
2010-12-05 12:29,537133,22123,1,5.95,18156
2010-12-05 12:29,537133,22271,1,2.95,18156
2010-12-05 12:29,537133,22899,2,2.1,18156
2010-12-05 12:29,537133,22897,1,1.45,18156
2010-12-05 12:29,537133,47559B,1,1.25,18156
2010-12-05 12:29,537133,21154,1,1.25,18156
2010-12-05 12:29,537133,22939,2,4.95,18156
2010-12-05 12:29,537133,22896,1,2.55,18156
2010-12-05 12:29,537133,21836,1,3.75,18156
2010-12-05 12:29,537133,21042,1,5.95,18156
2010-12-05 12:29,537133,21155,2,2.1,18156
2010-12-05 12:29,537133,21154,1,1.25,18156
2010-12-05 12:29,537133,84029E,1,3.75,18156
2010-12-05 12:29,537133,21481,1,2.95,18156
2010-12-05 12:29,537133,84032B,1,2.95,18156
2010-12-05 12:29,537133,22940,1,4.25,18156
2010-12-05 12:29,537133,22274,1,2.95,18156
2010-12-05 12:29,537133,22272,1,2.95,18156
2010-12-05 12:29,537133,22273,1,2.95,18156
2010-12-05 12:29,537133,21156,1,1.95,18156
2010-12-05 12:29,537133,21035,2,2.95,18156
2010-12-05 12:29,537133,21080,3,0.85,18156
2010-12-05 12:29,537133,84032A,1,2.95,18156
2010-12-05 12:29,537133,22114,1,3.95,18156
2010-12-05 12:29,537133,22110,1,2.55,18156
2010-12-05 12:29,537133,21485,1,4.95,18156
2010-12-05 12:29,537133,22112,2,4.95,18156
2010-12-05 12:29,537133,22111,1,4.95,18156
2010-12-05 12:29,537133,21479,4,3.75,18156
2010-12-05 12:29,537133,21625,1,6.95,18156
2010-12-05 12:29,537133,84029G,1,3.75,18156
2010-12-05 12:29,537133,21042,1,5.95,18156
2010-12-05 12:29,537133,22480,1,1.25,18156
2010-12-05 12:29,537133,22114,1,3.95,18156
2010-12-05 12:29,537133,21034,3,0.95,18156
2010-12-06 12:15,537335,20757,3,0.85,15048
2010-12-06 12:15,537335,85048,3,7.95,15048
2010-12-06 12:15,537335,22694,1,2.1,15048
2010-12-06 12:15,537335,22746,1,2.1,15048
2010-12-06 12:15,537335,22745,1,2.1,15048
2010-12-06 12:15,537335,22747,1,2.1,15048
2010-12-06 12:15,537335,22748,1,2.1,15048
2010-12-06 12:15,537335,22699,2,2.95,15048
2010-12-06 12:15,537335,35597A,1,1.25,15048
2010-12-06 12:15,537335,47480,1,1.65,15048
2010-12-06 12:15,537335,20749,1,7.95,15048
2010-12-06 12:15,537335,20717,1,1.25,15048
2010-12-06 12:15,537335,22617,1,4.95,15048
2010-12-06 12:15,537335,22666,1,2.95,15048
2010-12-06 12:15,537335,84522,1,1.95,15048
2010-12-06 12:15,537335,20731,1,1.25,15048
2010-12-06 12:15,537335,22411,1,1.95,15048
2010-12-06 12:15,537335,21935,1,1.65,15048
2010-12-06 12:15,537335,22941,1,8.5,15048
2010-12-06 12:15,537335,22086,1,2.95,15048
2010-12-06 12:15,537335,35597B,1,1.25,15048
2010-12-06 12:15,537335,22186,5,2.95,15048
2010-12-06 12:15,537335,22735,1,1.65,15048
2010-12-06 12:40,537368,20749,4,7.95,14911
2010-12-06 12:40,537368,20750,4,7.95,14911
2010-12-06 12:40,537368,22776,2,9.95,14911
2010-12-06 12:40,537368,82494L,6,2.95,14911
2010-12-06 12:40,537368,22147,12,1.45,14911
2010-12-06 12:40,537368,22150,6,1.95,14911
2010-12-06 12:40,537368,22569,8,3.75,14911
2010-12-06 12:40,537368,22570,8,3.75,14911
2010-12-06 12:40,537368,22568,4,3.75,14911
2010-12-06 12:40,537368,22210,12,1.65,14911
2010-12-06 12:40,537368,22189,8,3.95,14911
2010-12-06 12:40,537368,21648,24,1.25,14911
2010-12-06 12:40,537368,84375,12,2.1,14911
2010-12-06 12:40,537368,20975,24,0.65,14911
2010-12-06 12:40,537368,C2,1,50.0,14911
2010-12-06 13:06,537378,22697,12,2.95,14911
2010-12-06 13:06,537378,22423,12,12.75,14911
2010-12-06 13:06,537378,21363,3,4.95,14911
2010-12-06 13:06,537378,22339,24,0.65,14911
2010-12-06 13:06,537378,22338,24,0.65,14911
2010-12-06 13:06,537378,22336,24,0.65,14911
2010-12-06 13:06,537378,22571,36,0.85,14911
2010-12-06 13:06,537378,22595,36,0.85,14911
2010-12-06 13:06,537378,22594,36,0.85,14911
2010-12-06 13:06,537378,22593,36,0.85,14911
2010-12-06 13:06,537378,22576,36,0.85,14911
2010-12-06 13:06,537378,22574,36,0.85,14911
2010-12-06 13:06,537378,22573,36,0.85,14911
2010-12-06 13:06,537378,22082,20,1.65,14911
2010-12-06 13:06,537378,21754,8,5.95,14911
2010-12-06 13:06,537378,84945,72,0.85,14911
2010-12-06 13:06,537378,22119,6,6.95,14911
2010-12-06 13:06,537378,22627,6,8.5,14911
2010-12-06 13:06,537378,22699,12,2.95,14911
2010-12-06 13:06,537378,C2,1,50.0,14911
2010-12-06 13:32,537386,22119,3,6.95,14911
2010-12-06 13:34,537387,22794,2,7.95,13468
2010-12-06 13:34,537387,46000P,2,4.25,13468
2010-12-06 13:34,537387,21638,12,2.1,13468
2010-12-06 13:34,537387,82484,3,6.45,13468
2010-12-06 13:34,537387,22114,4,3.95,13468
2010-12-06 13:34,537387,21165,12,1.69,13468
2010-12-06 13:34,537387,22465,12,1.65,13468
2010-12-06 13:34,537387,71053,4,3.75,13468
2010-12-06 13:34,537387,82486,2,7.95,13468
2010-12-06 13:34,537387,79321,4,4.95,13468
2010-12-06 13:34,537387,22179,2,6.75,13468
2010-12-06 13:34,537387,22245,12,0.85,13468
2010-12-06 13:34,537387,22423,1,12.75,13468
2010-12-06 13:34,537387,84945,12,0.85,13468
2010-12-06 15:13,537418,22952,1,0.55,17884
2010-12-06 15:13,537418,22635,1,9.95,17884
2010-12-06 15:13,537418,21508,12,0.42,17884
2010-12-06 15:13,537418,21680,6,0.85,17884
2010-12-06 15:13,537418,20819,1,3.75,17884
2010-12-06 15:13,537418,35598D,1,1.25,17884
2010-12-06 15:13,537418,22941,1,8.5,17884
2010-12-06 15:13,537418,21187,4,1.65,17884
2010-12-06 15:13,537418,22900,1,2.95,17884
2010-12-06 15:13,537418,21918,1,0.42,17884
2010-12-06 15:13,537418,22661,3,0.85,17884
2010-12-06 15:13,537418,21889,1,1.25,17884
2010-12-06 15:13,537418,22756,2,1.25,17884
2010-12-06 15:13,537418,22910,1,2.95,17884
2010-12-06 15:13,537418,21580,1,2.25,17884
2010-12-06 15:13,537418,21578,1,2.25,17884
2010-12-06 15:13,537418,21790,2,0.85,17884
2010-12-06 15:13,537418,22755,1,0.85,17884
2010-12-06 15:13,537418,22633,1,2.1,17884
2010-12-06 15:13,537418,22141,1,2.1,17884
2010-12-06 15:13,537418,84925F,1,2.55,17884
2010-12-06 15:13,537418,22726,1,3.75,17884
2010-12-06 15:13,537418,22727,1,3.75,17884
2010-12-06 15:13,537418,22728,1,3.75,17884
2010-12-06 15:13,537418,84997A,4,3.75,17884
2010-12-06 15:13,537418,21452,3,2.95,17884
2010-12-06 15:13,537418,84029E,1,3.75,17884
2010-12-06 15:13,537418,22865,1,2.1,17884
2010-12-06 15:13,537418,22086,1,2.95,17884
2010-12-06 15:13,537418,22633,1,2.1,17884
2010-12-06 15:13,537418,22633,2,2.1,17884
2010-12-06 15:13,537418,22925,1,5.95,17884
2010-12-06 15:13,537418,22866,1,2.1,17884
2010-12-06 15:13,537418,21888,1,3.75,17884
2010-12-06 15:13,537418,22141,2,2.1,17884
2010-12-06 15:13,537418,22570,1,3.75,17884
2010-12-06 16:36,537433,22086,80,2.55,12913
2010-12-06 16:36,537433,22910,40,2.55,12913
2010-12-06 16:36,537433,84879,8,1.69,12913
